genome	gyrB	dnaG	frr	infC	nusA	pgk	pyrG	rplA	rplB	rplC	rplD	rplE	rplF	rplK	rplL	rplM	rplN	rplP	rplS	rplT	rpmA	rpoB	rpsB	rpsC	rpsE	rpsI	rpsJ	rpsK	rpsM	rpsS	smpB	tsf
GUT_GENOME249773	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME280299_00817	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851		GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME116144_00819	GUT_GENOME019818_00184
GUT_GENOME175045	GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306		GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115		GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME278952_00913	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278		GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME253241	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME175097	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617			GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME278952_00913	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278		GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME116144_00819	GUT_GENOME019818_00184
GUT_GENOME066568	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306		GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME210004_01181	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME266946	GUT_GENOME163846_01065,GUT_GENOME263846_01148		GUT_GENOME126312_00971	GUT_GENOME218496_00635		GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME066938	GUT_GENOME128217_01749,GUT_GENOME066938_00689	GUT_GENOME066938_00997	GUT_GENOME066938_00584	GUT_GENOME066938_00051	GUT_GENOME066938_01003		GUT_GENOME066938_00007	GUT_GENOME066938_00947	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME066938_01101	GUT_GENOME066938_01119	GUT_GENOME066938_01122	GUT_GENOME066938_00946		GUT_GENOME066938_00233	GUT_GENOME066938_01110	GUT_GENOME066938_01107	GUT_GENOME066938_00594	GUT_GENOME202152_01463	GUT_GENOME066938_00607	GUT_GENOME066938_00047	GUT_GENOME066938_00587	GUT_GENOME066938_01106	GUT_GENOME066938_01124	GUT_GENOME066938_00232	GUT_GENOME066938_01086	GUT_GENOME032757_01189	GUT_GENOME066938_01132	GUT_GENOME096284_00576	GUT_GENOME066938_00466	GUT_GENOME066938_00586
GUT_GENOME175069	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME162597_00519	GUT_GENOME280299_00817		GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444				GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271			GUT_GENOME278952_00913		GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341		GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311		GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME053393	GUT_GENOME163846_01065,GUT_GENOME263846_01148,GUT_GENOME018318_00368			GUT_GENOME218496_00635		GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444		GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME280367_01051,GUT_GENOME125744_00808	GUT_GENOME246554_00031,GUT_GENOME280367_01048	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271			GUT_GENOME278952_00913	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME196106_01605	GUT_GENOME196106_01341		GUT_GENOME143514_00675,GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME143514_02198	GUT_GENOME088921_01311,GUT_GENOME159026_01517			GUT_GENOME019818_00184
GUT_GENOME049949	GUT_GENOME163846_01065,GUT_GENOME263846_01148		GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444						GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271			GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME049730_00958					GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311		GUT_GENOME252836_01575	
GUT_GENOME243060	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228		GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031		GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME175622	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME081368_00929										GUT_GENOME125744_00808	GUT_GENOME246554_00031		GUT_GENOME097660_00115						GUT_GENOME266946_00851										GUT_GENOME252836_01575	
GUT_GENOME254130	GUT_GENOME163846_01065,GUT_GENOME263846_01148					GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444				GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271			GUT_GENOME205824_01610		GUT_GENOME266946_00851	GUT_GENOME066938_00047	GUT_GENOME196106_01341		GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311		GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME248856	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971		GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610		GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME047932	GUT_GENOME263846_01148	GUT_GENOME092330_00952				GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444				GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271			GUT_GENOME234296_00165		GUT_GENOME266946_00851		GUT_GENOME196106_01341		GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311		GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME047344	GUT_GENOME263846_01148		GUT_GENOME126312_00971			GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444				GUT_GENOME125744_00808		GUT_GENOME120636_00617		GUT_GENOME004335_00271			GUT_GENOME205824_01610			GUT_GENOME049730_00958	GUT_GENOME196106_01341			GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311		GUT_GENOME116144_00819,GUT_GENOME252836_01575	
GUT_GENOME048115	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME114974	GUT_GENOME163846_01065,GUT_GENOME263846_01148		GUT_GENOME114974_01060,GUT_GENOME280299_00817					GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617		GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME278952_00913		GUT_GENOME266946_00851	GUT_GENOME049730_00958		GUT_GENOME283410_00107	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME116144_00819	GUT_GENOME019818_00184
GUT_GENOME060023	GUT_GENOME263846_01148		GUT_GENOME126312_00971	GUT_GENOME218496_00635		GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808		GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME060023_00149,GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME059153	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME162597_00519	GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617			GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851		GUT_GENOME196106_01341	GUT_GENOME006201_00999				GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME060258	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME175384	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971		GUT_GENOME004691_01341	GUT_GENOME039656_00306,GUT_GENOME258247_01123	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME278952_00913		GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME116144_00819	GUT_GENOME019818_00184
GUT_GENOME060447	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851		GUT_GENOME196106_01341	GUT_GENOME006201_00999		GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME175423	GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME196106_01605		GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073			GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME261485	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME175577	GUT_GENOME163846_01065,GUT_GENOME263846_01148		GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341		GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME236888	GUT_GENOME236888_00112,GUT_GENOME236888_01622	GUT_GENOME236888_00364	GUT_GENOME236888_01309	GUT_GENOME236888_01023	GUT_GENOME236888_01180	GUT_GENOME236888_00417		GUT_GENOME236888_01186	GUT_GENOME236888_01268	GUT_GENOME236888_01265	GUT_GENOME236888_01266	GUT_GENOME236888_01277	GUT_GENOME236888_01280	GUT_GENOME236888_01187	GUT_GENOME236888_01184	GUT_GENOME236888_00218	GUT_GENOME236888_01275	GUT_GENOME236888_01272	GUT_GENOME236888_00635	GUT_GENOME236888_01021	GUT_GENOME236888_01473	GUT_GENOME236888_01183	GUT_GENOME236888_00216	GUT_GENOME236888_01271	GUT_GENOME236888_01282	GUT_GENOME236888_00217	GUT_GENOME236888_01264	GUT_GENOME236888_01290	GUT_GENOME236888_01289	GUT_GENOME236888_01269	GUT_GENOME236888_00660	GUT_GENOME236888_00215
GUT_GENOME058365	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME175534	GUT_GENOME263846_01148		GUT_GENOME126312_00971		GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617		GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610		GUT_GENOME266946_00851		GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME084693	GUT_GENOME263846_01148	GUT_GENOME162597_00519	GUT_GENOME126312_00971		GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610		GUT_GENOME266946_00851	GUT_GENOME049730_00958		GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	
GUT_GENOME085056	GUT_GENOME163846_01065,GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971	GUT_GENOME218496_00635	GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610	GUT_GENOME202152_01463	GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME164136	GUT_GENOME263846_01148		GUT_GENOME280299_00817		GUT_GENOME004691_01341	GUT_GENOME197557_00384	GUT_GENOME099453_01228		GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610		GUT_GENOME266946_00851		GUT_GENOME196106_01341	GUT_GENOME006201_00999		GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME252836_01575	GUT_GENOME019818_00184
GUT_GENOME085076	GUT_GENOME263846_01148	GUT_GENOME081368_00929	GUT_GENOME126312_00971		GUT_GENOME004691_01341	GUT_GENOME039656_00306	GUT_GENOME099453_01228	GUT_GENOME114974_00444	GUT_GENOME161213_00683	GUT_GENOME215548_01274	GUT_GENOME151535_01238	GUT_GENOME125744_00808	GUT_GENOME246554_00031	GUT_GENOME120636_00617	GUT_GENOME097660_00115	GUT_GENOME004335_00271	GUT_GENOME175115_00179	GUT_GENOME006201_01494	GUT_GENOME205824_01610		GUT_GENOME266946_00851	GUT_GENOME049730_00958	GUT_GENOME196106_01341	GUT_GENOME006201_00999	GUT_GENOME060258_00278	GUT_GENOME003134_00461	GUT_GENOME187900_01073	GUT_GENOME032757_01189	GUT_GENOME088921_01311	GUT_GENOME180310_00679	GUT_GENOME116144_00819	GUT_GENOME019818_00184
